"originalAsin","reviewsCount","brand","bestsellerRanks","bestsellerRanks/0/category","bestsellerRanks/0/rank","bestsellerRanks/0/url","bestsellerRanks/1/category","bestsellerRanks/1/rank","bestsellerRanks/1/url","bestsellerRanks/2/url","bestsellerRanks/3/url","productOverview/0/key","productOverview/0/value","productOverview/1/value","productOverview/2/key","productOverview/3/key","productOverview/3/value","productOverview/4/key","productOverview/4/value","productOverview/5/key","productOverview/5/value","productOverview/6/key","productOverview/6/value","productOverview/7/key","productOverview/7/value","productOverview/8/key","productOverview/8/value","productOverview/9/key","productOverview/9/value","author","seller","seller/address/0","seller/address/1","seller/address/2","seller/address/3","seller/address/4","seller/averageRating","seller/businessName","seller/id","seller/name","seller/phone","seller/reviewsCount","seller/url","loadedCountryCode","url","price","price/currency","price/value","description","features/0","features/1","features/2","features/4","features/5","features/6","features/8","asin","stars","listPrice","listPrice/currency","listPrice/value","inStock","delivery","priceRange","fastestDelivery"
"B08QXB9BH5","8314","Ninja",,"Kitchen & Dining","485","https://www.amazon.com/gp/bestsellers/kitchen/ref=pd_zg_ts_kitchen","Ice Cream Machines","2","https://www.amazon.com/gp/bestsellers/kitchen/289924/ref=pd_zg_hrsr_kitchen",,,"Brand","Ninja","Silver","Capacity","Special Feature","Digital Display, Automatic Shut-Off, Programmable, Built-In Timer","Material","Stainless Steel",,,,,,,,,,,,,,,,,,,,"A19UWB7L0RHHLP","All About Office",,,"https://www.amazon.com/sp?seller=A19UWB7L0RHHLP","US","https://www.amazon.com/dp/B08QXB9BH5",,"$","187.99","The Ninja CREAMi transforms frozen solid bases into ice cream, sorbets, milkshakes, and more at the touch of a button. Ninja’s Creamify technology enables the CREAMi to break down a uniformly frozen block into an incredibly smooth, creamy texture in minutes. From healthy to indulgent, the Ninja CREAMi can create frozen treats as unique as you are!","FUNCTIONALITY: Turn almost anything into ice cream, sorbet, milkshakes, and more..Wattage: 800 watts. Voltage: 120 volts","CUSTOMIZATION: With the Ninja CREAMi, you can have total control of your ingredients from decadent gelato to low sugar, keto, dairy-free, and vegan options. Create frozen treats as unique as you are.","MIX-INS: Customize your flavor and texture by mixing in your favorite chocolate, nuts, candy, fruit, and more to personalize any CREAMi treat.","EASY TO USE: Create a CREAMi treat in three easy steps. Simply prep your base, freeze overnight, process, and enjoy.","RE-SPIN: Select the Re-spin function if, after processing, you want your processed treat softer and creamier.","LOOKING FOR MORE PINTS?: This unit is ONLY compatible with the Ninja CREAMi NC299 and NC300 pint accessories. It will NOT fit the NC100, NC200 or NC500 Series pints. To check which unit you have, locate the sku number at the bottom of your unit.","EASY TO CLEAN: Containers, lids, and paddle are top-rack dishwasher safe.","B08QXB9BH5","4.5",,"$","229.99","true","Tuesday, January 21",,"Tuesday, January 21"
"B09BN2WNPP","40614",,,"Kindle Store","34","https://www.amazon.com/gp/bestsellers/digital-text/ref=pd_zg_ts_digital-text","Contemporary Women Fiction","1","https://www.amazon.com/gp/bestsellers/books/3559170011/ref=pd_zg_hrsr_books","https://www.amazon.com/gp/bestsellers/digital-text/6487841011/ref=pd_zg_hrsr_digital-text","https://www.amazon.com/gp/bestsellers/digital-text/7588898011/ref=pd_zg_hrsr_digital-text",,,,,,,,,,,,,,,,,,,"Abby Jimenez",,,,,,,,,,,,,,"US","https://www.amazon.com/dp/B09BN2WNPP",,,,,,,,,,,,"B09BN2WNPP","4.5",,,,"false",,,
"B0CRV8HXJX","14340",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Elizabeth Strout",,,,,,,,,,,,,,"US","https://www.amazon.com/dp/B0CRV8HXJX",,,,,,,,,,,,"B0CRV8HXJX","4.4",,,,"false",,,
"B0D3GVN2TG","156","KKQ",,"Toys & Games","5471","https://www.amazon.com/gp/bestsellers/toys-and-games/ref=pd_zg_ts_toys-and-games","Toy Magnetic Building Sets","72","https://www.amazon.com/gp/bestsellers/toys-and-games/23462539011/ref=pd_zg_hrsr_toys-and-games",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A10AMJZE6LNVLQ","UOKAA giant",,,"https://www.amazon.com/sp?seller=A10AMJZE6LNVLQ","US","https://www.amazon.com/dp/B0D3GVN2TG",,"$","39.99",,"Construct Your Building Set:Magnetic blocks open up the possibility of creating a dream,100PCS Magnetic blocks are enough to build many different scenes,From simple to challenging constructions. Let kids’ imaginations run wild with our magnetic open-ended playset.","Engaging Building Experience:With nature as the theme,the designers created this forest building set based on realistic scenes,adding an immersive feeling to the architectural experience,so that children can experience the beauty of nature.","Educational STEM Learning Blocks:Magnetic blocks for kids from simple to challenging. It can be used as a sensory toy for early childhood education, which can improve spatial imagination, creativity, hand-eye coordination, attention, patience and collaboration, while exploring the world of magnets and architecture.keep kids busy for hours and Stay away from electronics","Perfect Learning toys Gifts:A magnetic set for children of all ages, from toddlers to school-aged children, especially young gamers,Perfect educational gift for birthdays, Christmas, Children's Day, STEM and school events.An ideal outdoor toys for 3+ years old boys & girls.",,,,"B0D3GVN2TG","4.7",,"$","49.99","true","Saturday, January 18",,"Wednesday, January 15"
"B00895ICIK","8948","GermGuardian",,"Home & Kitchen","8628","https://www.amazon.com/gp/bestsellers/home-garden/ref=pd_zg_ts_home-garden","HEPA Filter Air Purifiers","67","https://www.amazon.com/gp/bestsellers/home-garden/510192/ref=pd_zg_hrsr_home-garden",,,"Color","Black","GermGuardian","Product Dimensions","Floor Area","915 Square Feet","Specification Met","Energy Star Certified, ETL Certified, CARB Certified",,,,,,,,,,,,,"410 Terry Ave N","Seattle","WA","98109","US",,"Amazon.com, Inc.",,"Amazon.com","1-206-266-1000",,"https://www.amazon.com","US","https://www.amazon.com/dp/B00895ICIK",,"$","149.99","Product DescriptionElevate your home's atmosphere with the GermGuardian home air purifier for bedrooms, kitchens, offices, and more – It helps filter odors and trap allergens with a HEPA Pet PURE Filter. Immerse yourself in the tranquility of clean, allergen-free air as this powerful air purifier effortlessly captures and eliminates airborne particles. Equipped with a HEPA Pet PURE filter and an optional UV-C light, this air purifier captures a remarkable 99.97% of dust, pollen, pet dander, and other allergens. Our testing proves it! With its space-saving design, this air purifier seamlessly fits into your space, ensuring your air stays crisp without intruding. Focus on making memories and revel in the joy of cozy family moments, never fearing the buildup of airborne particles or unwanted odors. Your at-home comfort can be customized with 5 speed settings, including an ultra-quiet mode on the lowest speed setting. The easy-to-use digital display panel includes UV-C control, a filter change indicator, and an up to 8 hour timer. This air purifier circulates the air 1x per hour in 915 square foot rooms and 4.8x per hour in 189 sq. ft. rooms, making it ideal for medium to large sized rooms such as: dorm rooms, bedrooms, and other living areas. Looking out for your family's well-being is no small feat. That's why we'll take the task of guarding your air to keep it clean and fresh. Let our meticulously engineered, rigorously tested and reliably proven products purify your home and shield your environment from the smoke in your air. We've fulfilled our commitment to you when you notice absence — the absence of allergens that prevent you and your family from living life to the fullest. Give your home a breath of fresh air with products designed and engineered in the US by Guardian Technologies.Brand StoryBy","HEPA Filter Air Purifier: Equipped with a protective HEPA (High Efficiency Particulate Air) filter, this large room air purifier efficiently captures 99.97% of particles as small as 0.1 microns, trapping allergens like dust, pollen, and pet dander","Clean, Fresh Air: A must-have air cleaner for homes, apartments, offices, and dorms, this zero-ozone-certified GermGuardian air purifier uses Ultraviolet - C (UV-C) tech to reduce airborne contaminants, so you can enjoy cleaner, fresher air indoors","Home-Focused Filtration: An ideal air purifier for bedrooms and living spaces, this powerful home air purifier circulates and filters the air in small (189 sq. ft.) rooms 4.8x per hour and in large (915 sq. ft.) rooms every hour","Made & Independently Tested In The USA: Our units are among the best air purifiers for home use; Designed and engineered in the USA, they are ENERGY STAR CERTIFIED, CARB (California Air Resource Board) Certified, ETL Certified and Zero Ozone Verified",,,,"B00895ICIK","4.6",,,,"true","Saturday, January 18",,"Friday, January 17"
"B0DJ71HG5C","86","TiInsta",,,,,,,,,,"Brand","TiInsta","Waterproof, Alarm, App Companion, Fast Reading System, Rechargeable","Age Range (Description)","Included Components","●1×Meats Probes ●1×Host ●1×USB-C Cable ●1×User Manual","Outer Material","Acrylonitrile Butadiene Styrene","Display Type","Digital","Number of Batteries","1 12V batteries required. (included)","Item Length","1.02 Inches","Style","Single Probe #2","UPC","795847936376",,,,,,,,,,"A3R2KHXJBJKLTZ","Tilnsta-Direct",,,"https://www.amazon.com/sp?seller=A3R2KHXJBJKLTZ","US","https://www.amazon.com/dp/B0DJ71HG5C",,"$","79.99",,"Smart APP , Simple Operation:The Wireless Meat Thermometer Host has big inches screen ,Three-dimensional design, host operation button very convenient.The bluetooth meat thermometer has its own “CHEFBBQ ” app for iOS (version 12.0 and above) and Android (version 6.0 and above) smartphones and tablets.With 5.4 Bluetooth connection, no registration or login is required after downloading, to protect your privacy. ""CHEFBBQ"" is a friendly app.","100% Wireless Meat Thermometer with 5mm Probes：100% Meat Thermometer Digital with 5mm Probes.Dual intelligent sensors, it can simultaneously measure and monitor food temperature and ambient temperature.800FT digital meat thermometer Remote Range and automatically connect without matching,Come with display, which can enhanced signals and extend the measure range up to 800ft.No messy wires, intelligent control, get rid of the troubles of traditional thermometers,let you and your family enjoy the life.","Customize Temperature Mode and Alarm：Digital Wireless Meat Thermometer has reference temperatures and cooking levels for 8 kinds of food supply for you to choose.Unlike similar products on the market, this digital thermometer for cooking has pre-programmed functions for different meats, You can switch the temperature you want,Simple Operation.When you receive a beep from the app and the Host , the dish is almost done and you can enjoy it with your family and friends.","kitchen helper,Ultra-long battery life: Whether you're a professional chef or love to surprise friends and loved ones with traditional recipes, meat thermometer digital wireless are the best choice for ensuring perfect meat cooking results.This smart digital meat thermometer supports USB-C charging. After fully charged, the probe can be used continuously for more than 24 hours, just put the probe back into the repeater to activate the charging mode.Every Product Includes a One Year Maintain, We Take Care of All Quality-related Issues.Unlimited customer service, All days hassles-free return.",,,,"B0DJ71HG5C","4.5",,"$","99.99","true","Saturday, January 18",,"Wednesday, January 15"
"B0C8VHBBZK","1673","Ninja",,,,,,,,,,"Special Feature","Temperature Control, Non Stick Coating, Dishwasher Safe, Scratch Resistant","Grey/Silver","Material","Brand","Ninja","Product Dimensions","14.72""D x 15.16""W x 6.1""H","Wattage","1450 watts","Item Weight","7.8 Pounds","Included Components","","Style","Modern","Voltage","120 Volts",,,,,,,,,,"A130SREFN8OBYC","Jazzer Shack",,,"https://www.amazon.com/sp?seller=A130SREFN8OBYC","US","https://www.amazon.com/dp/B0C8VHBBZK",,"$","138.29",,"INTERCHANGEABLE GRILL & GRIDDLE PLATES: From char-grilled strip steaks to sizzling fajita veggies, unlock delicious flavors any time of the day using the interchangeable grill and griddle plates.","500°F MAX HEAT: Reach temperatures of up to 500°F for high-heat grilling and searing and get better char-grilled marks* right from your kitchen. (*vs. PowerXL Smokeless Grill Elite).","EDGE-TO-EDGE COOKING: No hot spots. No cold spots. Just even, edge-to-edge heating for perfectly cooked dishes every time.","FAMILY-SIZED CAPACITY: The 14’’ grill and griddle plates fit a half dozen burgers and pancakes to feed a family of 4-6 people.","HASSLE-FREE CLEANUP: The removable grill and griddle plates are nonstick and easy to clean, and the perforated mesh lid is detachable and dishwasher-safe.","COOK HOOD UP OR HOOD DOWN: Give a blast of concentrated high-heat with the hood up or drop the lid to retain heat and melt toppings.",,"B0C8VHBBZK","4.6",,,,"true","Wednesday, January 15",,"Wednesday, January 15"
"B0CQHLDW2T","20833",,,"Kindle Store","938","https://www.amazon.com/gp/bestsellers/digital-text/ref=pd_zg_ts_digital-text","Traditional Detective Mysteries","1","https://www.amazon.com/gp/bestsellers/digital-text/157309011/ref=pd_zg_hrsr_digital-text","https://www.amazon.com/gp/bestsellers/digital-text/6361461011/ref=pd_zg_hrsr_digital-text","https://www.amazon.com/gp/bestsellers/books/10461/ref=pd_zg_hrsr_books",,,,,,,,,,,,,,,,,,,"Louise Penny",,,,,,,,,,,,,,,"https://www.amazon.com/dp/B0CQHLDW2T",,,,,,,,,,,,"B0CQHLDW2T","4.5",,,,"false",,,
"B08R2FKCF5","346","MAGIC SEAL",,"Kitchen & Dining","126082","https://www.amazon.com/gp/bestsellers/kitchen/ref=pd_zg_ts_kitchen","Vacuum Sealers","468","https://www.amazon.com/gp/bestsellers/kitchen/1090768/ref=pd_zg_hrsr_kitchen",,,"Brand","MAGIC SEAL","abs","Color","Product Dimensions","16.53""L x 7.09""W x 5.12""H","Item Weight","5 Pounds",,,,,,,,,,,,,,,,,,,,"AVDBDJZHDU6IW","Magicseal Homvac",,,"https://www.amazon.com/sp?seller=AVDBDJZHDU6IW","US","https://www.amazon.com/dp/B08R2FKCF5",,"$","158.99",,"Innovative Design: The MS175 vaccum sealer with adjustable vacuum and sealing time performance has a unique nozzle design, it is suitable for smooth flat bags, including Mylar bags; (Reminder: Will not work with Textured/Embossed bags)","For Moist & Liquid: External 500ml liquid catch container designed for sealing batches of liquid-rich foods such as seafood, fresh meats; Separate design makes cleaning easy and quick","Multiple Operation Modes: In addition to the automatic vacuum mode, you can also manually control the amount of vacuum pressure for juicy or delicate foods; This 250-watt vacuum sealer not only vacuum seals dry and moist foods, but also inflates a bag filled of soft delicate foods such as bread, cookies, potato chips","Convenience: Built-in bag cutter to easily make custom sized bags, with an accessory port for vacuuming containers; MS175 package includes: 10 smooth bags (7.8'' x 11.8'') and 1 set of liquid catch container",,,,"B08R2FKCF5","4.3",,,,"true","Saturday, January 18",,"Wednesday, January 15"
"B0CJC4TY1J","274","MAGIC SEAL",,,,,,,,,,"Brand","MAGIC SEAL","ABS","Product Dimensions","Item Weight","8.4 Pounds","Power Source","AC",,,,,,,,,,,,,,,,,,,,"AVDBDJZHDU6IW","Magicseal Homvac",,,"https://www.amazon.com/sp?seller=AVDBDJZHDU6IW","US","https://www.amazon.com/dp/B0CJC4TY1J",,"$","298.99",,"Retractable Nozzle Mode and Chamber Mode: By switching between modes, the MS4005 vacuum sealer can be used with both smooth bags suitable for commercial grade chamber vacuum machines and textured bags, including Mylar bags","16’’ Long Bar with 8 mm Seal Width: Large seal bar allows sealing bags up to 40 cm across, the extra wide 8 mm sealing wire is about 4 mm wider than the ordinary seal bar for a more solid seal, and the sealing time is adjusted (1-15 s), perfect for different kinds and sizes of bags","Built for Heavy Duty Use: This upgraded 250-watt Industrial vac sealer is equipped with strong suction double pump and air-cooling system that supports high power operation and allows for up to 450 consecutive seals without overheating, making it ideal for home and commercial kitchens","Unique Air Inflated Function: This Professional food sealer not only vacuum seal dry and wet food, but also inflate a vacuum seal bag filled with soft and delicate food like breads, cookies, potato chips and more","Convenience: Built-in bag cutter to easily make custom sized bags, with an accessory port for vacuuming containers; Starter Bags: 10 smooth and 10 textured bags (8’’x12’’), 1 textured roll ( 8’’x16.4ft ); 1 spare foam gasket and liquid catch container",,,"B0CJC4TY1J","4.5",,,,"true","Tuesday, January 21",,"Thursday, January 16"
"B09Z65MVY5","4308","HUNTER.DUAL",,,,,,,,,,"Color","Black","HUNTER.DUAL","Blade Material","Blade Edge","Serrated","Item dimensions L x W x H","8.7 x 5.8 x 14.8 inches",,,,,,,,,,,,,,,,,,,,"A1KWJVS57NX03I","Woot",,,"https://www.amazon.com/sp?seller=A1KWJVS57NX03I","US","https://www.amazon.com/dp/B09Z65MVY5",,"$","39.98",,"ALL-IN-ONE KITCHEN SET - 15-piece knife set includes. 8"" chef's knife, 8"" slicing knife, 7"" Santoku knife, 8"" serrated bread knife, 5"" utility knife, 3.5"" paring knife, 6 4.5"" serrated steak knives, 1 kitchen shear and hard wood knife block with built-in knife sharpener","HIGH PERFORMANCE - HUNTER.DUAL kitchen knife set is stain and rust resistant and can be used with high frequency or after long periods of inactivity to fully utilize the life of the knives","NON-STICK & RUST RESISTANT - With a black coating that prevents oxidation of the steel, the kitchen knife set will last a long time and remain non-stick and rust resistant","DISHWASHER SAFE - The knife set can be washed in the dishwasher, easy and quick to operate, and dry the knife set after cleaning for easy storage, not taking up space",,,,"B09Z65MVY5","4.6",,"$","99.99","true","Saturday, January 18",,"Wednesday, January 15"
"B00JO8PEN2","339424",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kristin Hannah",,,,,,,,,,,,,,"US","https://www.amazon.com/dp/B00JO8PEN2",,,,,,,,,,,,"B00JO8PEN2","4.7",,,,"false",,,
"B0CSZ7WBYW","2470","Ninja",,,,,,,,,,"Special Feature","Temperature Control, Timer, Automatic Shut-Off, Programmable","14.84""D x 11.29""W x 10.39""H","Color","Capacity","5 Quarts","Material","Plastic, Metal",,,,,,,,,,,,,"410 Terry Ave N","Seattle","WA","98109","US",,"Amazon.com, Inc.",,"Amazon.com","1-206-266-1000",,"https://www.amazon.com","US","https://www.amazon.com/dp/B0CSZ7WBYW",,"$","89.99",,"AIR CRISP TECHNOLOGY: 400℉ superheated air surrounds food for hot, crispy results with little to no oil.","LARGE CAPACITY: The 5-QT nonstick basket and crisper plate fit up to 4 lbs of French fries or 5 lbs of chicken wings.","4-in-1 FUNCTIONALITY: Air Fry, Roast, Reheat, and Dehydrate.","FROZEN TO CRISPY: Cook frozen foods in just minutes for an extra-crispy finish.","SPACE SAVER: Ninja’s latest air fryer design allows you to save even more space on your countertop without compromising capacity.","EASY TO CLEAN: The basket and crisper plate are both nonstick for easy cleaning.",,"B0CSZ7WBYW","4.7",,"$","119.99","true","Saturday, January 18",,"Saturday, January 18"
"B0C7VBXHS8","3729","roborock",,,,,,,,,,"Brand","roborock","Q8 Max","Special Feature","Color","Black","Product Dimensions","13.9""L x 13.8""W x 3.8""H",,,,,,,,,,,,,,,,,,,,"A2NZXCP1D8DIIH","Roborock Technology Co. Ltd",,,"https://www.amazon.com/sp?seller=A2NZXCP1D8DIIH","US","https://www.amazon.com/dp/B0C7VBXHS8",,"$","599.99",,"DuoRoller Brush. Introducing Roborock’s latest cleaning technology, designed to enhance vacuuming performance on carpets, reduce hair tangles, and provide a hassle-free cleaning experience. With two rubber brushes and a 20% increase in the hair pickup rate, this feature helps achieve cleaner floors.","Vacuum and Mop Simultaneously. Q8 Max can vacuum and mop simultaneously to capture fine dust that vacuuming alone might miss. With 30 water flow level options, you can adjust the flow to meet your specific cleaning needs. Additionally, Q8 Max features a detachable design for versatile cleaning needs, letting you mop, vacuum, or do both.","5500 Pa Suction. The impressive HyperForce suction power has been upgraded to 5,500 Pa, allowing Q8 Max to easily remove dirt and pet hair from different floor types, leaving you with a spotless living space every time.","Smart Navigation: PreciSense LiDAR Navigation. With detailed and accurate maps, the Q8 Max is enabled to identify the most efficient route to navigate and optimally clean your home.","3D Mapping. Create a 3D map of your home for a more accurate layout to get an optimal cleaning route. You can add furniture and even select floor materials in each room, letting you build and view your home virtually.","Easy-to-Use App. Get more from your robot vacuum with easy-to-use features that are a tap away in the Roborock App.","Multi-Level Mapping. Multi-level mapping can distinguish the different levels of your home automatically. You only need to set the robot down on the floor. No need for additional docks, the app will automatically indicate which level it is on. A maximum of four levels are supported.","B0C7VBXHS8","4.4",,,,"true","Saturday, January 18",,"Wednesday, January 15"
"B003OAJGJO","34425","Crock-Pot",,,,,,,,,,"Brand","Crock-Pot","Stainless Steel","Material","Product Dimensions","16.9""D x 11.8""W x 10.4""H","Capacity","7 Quarts","Wattage","210 watts","Item Weight","12.6 Pounds","Is Dishwasher Safe","Yes","Voltage","120 Volts","Shape","Oval",,,"410 Terry Ave N","Seattle","WA","98109","US",,"Amazon.com, Inc.",,"Amazon.com","1-206-266-1000",,"https://www.amazon.com","US","https://www.amazon.com/dp/B003OAJGJO",,"$","34.99",,"Generous Capacity: 7-quart slow cooker that comfortably serves 9+ people or fits a 7-pound roast","Cooking Flexibility: High or low slow cooking settings, with convenient warm function for ideal serving temperature","Convenient: Set it and forget it feature enables you to cook while at work or performing daily tasks","Versatile: Removable stoneware insert can be used in the microwave or an oven up to 400°F","Stylish: Stainless steel exterior with black accents and practical plastic handles","Economical & Healthy: Provides a cost-efficient way to prepare nutritious, home-cooked meals",,"B003OAJGJO","4.6",,"$","49.99","true","Saturday, January 18",,"Saturday, January 18"
"B000FCKGMA","21333",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kristin Hannah",,,,,,,,,,,,,,"US","https://www.amazon.com/dp/B000FCKGMA",,,,,,,,,,,,"B000FCKGMA","4.2",,,,"false",,,
"B0CRWMS94M","9210",,,"Kindle Store","65","https://www.amazon.com/gp/bestsellers/digital-text/ref=pd_zg_ts_digital-text","Crime Thrillers","4","https://www.amazon.com/gp/bestsellers/digital-text/6361462011/ref=pd_zg_hrsr_digital-text","https://www.amazon.com/gp/bestsellers/books/10495/ref=pd_zg_hrsr_books","https://www.amazon.com/gp/bestsellers/digital-text/18289231011/ref=pd_zg_hrsr_digital-text",,,,,,,,,,,,,,,,,,,"Teresa Driscoll",,,,,,,,,,,,,,"US","https://www.amazon.com/dp/B0CRWMS94M",,,,,,,,,,,,"B0CRWMS94M","4.3",,,,"false",,,
"B0CJT5DJ16","2339","PlayStation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"410 Terry Ave N","Seattle","WA","98109","US",,"Amazon.com, Inc.",,"Amazon.com","1-206-266-1000",,"https://www.amazon.com","US","https://www.amazon.com/dp/B0CJT5DJ16",,"$","199",,"Put Your PS5 in the Palm of Your Hand - PlayStation Portal Remote Player gives you access to the games on your PS5 over your home Wi-Fi*, letting you jump right into gaming without needing to play on a TV.","Play Your Game Collection - PlayStation Portal Remote Player can play compatible games you have installed on your PS5 console, including your favorite games for PS5 and PS4.**","Experience Breathtaking Immersion with DualSense Wireless Controller Features - Feel the incredible immersion of haptic feedback and adaptive triggers in supported games.****","60fps Capable at 1080p Resolution - PlayStation Portal Remote Player can deliver silky smooth gameplay at up to 60fps with high image clarity on its 1080p resolution screen.***","*PlayStation Portal Remote Player can stream compatible games installed on your PS5 console. PlayStation Portal Remote Player requires broadband internet Wi-Fi with at least 5Mbps for use. For a better play experience, a high-speed connection of at least 15Mbps is recommended. The quality and connectivity of your play experience may vary depending on your network environment. A PS5 console and account for PlayStation Network is required. The PS5 console must be connected to a broadband internet connection, powered on fully or in Rest Mode, and it must be paired with your PlayStation Portal Remote Player.","** Games that require a VR headset (PlayStation VR or PlayStation VR2) or additional peripherals (other than a DUALSHOCK 4, DualSense, or DualSense Edge wireless controller) are not compatible. Games that must be streamed on PS5 using a PS Plus Premium membership are not compatible. Haptic feedback and adaptive trigger features available when supported by game.","****Haptic feedback and adaptive trigger features are only available when those features are supported by the game being played.","B0CJT5DJ16","4.3",,,,"true","January 21 - 29",,"January 20 - 26"
"B0BGDM197Q","305930",,,"Kindle Store","1","https://www.amazon.com/gp/bestsellers/digital-text/ref=pd_zg_ts_digital-text","Romantic Fantasy","1","https://www.amazon.com/gp/bestsellers/digital-text/14530456011/ref=pd_zg_hrsr_digital-text","https://www.amazon.com/gp/bestsellers/digital-text/6505523011/ref=pd_zg_hrsr_digital-text","https://www.amazon.com/gp/bestsellers/digital-text/158580011/ref=pd_zg_hrsr_digital-text",,,,,,,,,,,,,,,,,,,"Rebecca Yarros",,,,,,,,,,,,,,"US","https://www.amazon.com/dp/B0BGDM197Q",,,,,,,,,,,,"B0BGDM197Q","4.8",,,,"false",,,
"B0DK9TCV5M","171","Nintendo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.amazon.com/dp/B0DK9TCV5M",,,,,"Nintendo Switch bundle includes a console, the Mario Kart 8 Deluxe game, and 12 months of Nintendo Switch Online. This bundle has everything you need to start playing right away, including a Nintendo Switch system with Neon Red and Neon Blue Joy-Con controllers. Plus, enjoy an added value of $79.98* with a full game download for the full Mario Kart 8 Deluxe game and a 12-month Nintendo Switch Online Individual Membership**. You can start multiplayer races right out of the box—just pass a Joy-Con controller to a friend and play together on the same system. Or pick up more controllers (sold separately) and get up to 4 people in on the fun.","Play at home or on the go with one system - The Nintendo Switch system is designed to go wherever you do, instantly transforming from a home console you play on TV to a portable system you can play anywhere. So you get more time to play the games you love, however you like.","Race with Mario and friends anytime, anywhere! Burn rubber across Mushroom Kingdom raceways—underwater, in the sky, upside-down in zero-g, and past the finish—for the win! Get revved up for local multiplayer***, online**** in-game tournaments, a revamped battle mode, and more!","Home of Mario and friends! Nintendo Switch systems are home to games like Super Mario Bros. Wonder, Luigi’s Mansion 2 HD, Super Mario Odyssey, Minecraft: Mario Edition, and more. And don’t forget series like Animal Crossing, The Legend of Zelda, Splatoon, Pikmin, and beyond!",,,,"B0DK9TCV5M","4.5",,,,"false",,,
"B0CQHMMC9P","11766",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nora Roberts",,,,,,,,,,,,,,"US","https://www.amazon.com/dp/B0CQHMMC9P",,,,,,,,,,,,"B0CQHMMC9P","4.6",,,,"false",,,
"B0DR2Z7WQN","5","Nsowwe",,"Video Games","20330","https://www.amazon.com/gp/bestsellers/videogames/ref=pd_zg_ts_videogames","Game Boy Advance Consoles","15","https://www.amazon.com/gp/bestsellers/videogames/568930/ref=pd_zg_hrsr_videogames",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A2I3VL8G414W9B","Short-and-sweet",,,"https://www.amazon.com/sp?seller=A2I3VL8G414W9B","US","https://www.amazon.com/dp/B0DR2Z7WQN",,"$","39.99",,"This game stick adapts to more than 20,000 games with 64G TF card, presenting an extensive range of classic games. There's no need to worry about downloading extra content or having an internet connection as you can start gaming right away!","4K High Definition HDMI Output: Enjoy a high-definition gaming experience with 4K HDMI output and 1080P quality, compatible with various devices like TVs, PCs, and projectors. Perfectly meet your high resolution and gaming configuration needs","Dual Wireless Controllers-Includes two 2.4GHz wireless controllers for stable, low-latency connections, enabling seamless multiplayer gaming without cable clutter. (Please note that the package not include AAA batteries for the controllers.)","Perfect Gift Choice: Retro gaming console not only brings fun game time to the family, but also awakens wonderful childhood memories for adults and releases their life pressure. The ideal gift for children and adults on birthdays, Party, Thanksgiving, Christmas",,,,"B0DR2Z7WQN","5",,,,"true","January 16 - 22",,"Thursday, January 16"
"B07RZ75JW3","166938","Roblox",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A3ODHND3J0WMC8","Amazon.com Services LLC",,,"https://www.amazon.com/sp?seller=A3ODHND3J0WMC8","US","https://www.amazon.com/dp/B07RZ75JW3",,"$","50",,"Get a virtual item when you redeem a Robux digital code!","Spend your Robux on new items for your avatar and additional perks in your favorite experiences.","The ultimate gift for any Roblox fan.","Note: This product grants Robux and can be redeemed by any user worldwide. It is not a standard Roblox Gift Card and cannot be used for a Roblox Premium purchase.","Please allow up to 5 minutes for your balance to be updated after redeeming your code.",,,"B07RZ75JW3","4.4",,,,"true",,,
"B0D8SDKKVW","323","Nintendo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A3N3SMOU3XSE5E","BEST SOURCE 365",,,"https://www.amazon.com/sp?seller=A3N3SMOU3XSE5E","US","https://www.amazon.com/dp/B0D8SDKKVW",,"$","52.49",,"The Legend Of Zelda: Echoes Of Wisdom for Nintendo Switch",,,,,,,"B0D8SDKKVW","4.8",,"$","59.99","true","Saturday, January 18",,"Tomorrow, January 14"
"B0DRZ4Y88P",,"Devolver Digital",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"410 Terry Ave N","Seattle","WA","98109","US",,"Amazon.com, Inc.",,"Amazon.com","1-206-266-1000",,"https://www.amazon.com","US","https://www.amazon.com/dp/B0DRZ4Y88P",,"$","29.99",,"Dynamic, acrobatic gameplay and ultra tight controls worthy of an epic ninja adventure.","Character upgrades, new abilities, hidden levels, and branching paths to discover.","Meticulously designed 8-bit and 16-bit sprites, animations, and backgrounds in the spirit of the classics.","Original soundtrack by renowned chiptune composer Rainbowdragoneyes, handmade using Famitracker.",,,,"B0DRZ4Y88P",,,,,"true",,,
